AttackName,IsTargeted,DefenseName,ImageId,PredictedLabel,TrueLabel,TargetClass
step_target_class,True,ens_adv_inception_resnet_v2,d2d6ae6e0b8a0c31,986,986,601
step_target_class,True,ens_adv_inception_resnet_v2,d94940216544b2c5,48,312,622
noop,False,ens_adv_inception_resnet_v2,13810fcac72f12ba,876,876,72
noop,False,ens_adv_inception_resnet_v2,9ab953cce5c7f879,443,443,367
iter_target_class,True,ens_adv_inception_resnet_v2,fe1314dd6f75551d,921,921,565
iter_target_class,True,ens_adv_inception_resnet_v2,9db1070b1b9f03d2,324,324,870
random_noise,False,ens_adv_inception_resnet_v2,080bec22a6b1d37d,760,760,818
step_target_class,True,ens_adv_inception_resnet_v2,d7c8008bf74f2324,815,815,672
step_target_class,True,ens_adv_inception_resnet_v2,2fc17ec1fad5d947,874,874,929
step_target_class,True,ens_adv_inception_resnet_v2,fc583c08026e3d74,881,881,588
step_target_class,True,ens_adv_inception_resnet_v2,a64ae1acd9d09a87,131,131,83
step_target_class,True,ens_adv_inception_resnet_v2,39f82c728c956125,638,638,762
random_noise,False,ens_adv_inception_resnet_v2,e570258f1bef4ade,367,367,461
random_noise,False,ens_adv_inception_resnet_v2,c135337ca7a575ae,348,348,178
fgsm,False,ens_adv_inception_resnet_v2,820ae900a943d605,888,888,701
step_target_class,True,ens_adv_inception_resnet_v2,5a6439b10c1f6761,320,320,871
random_noise,False,ens_adv_inception_resnet_v2,cebd45d7200f6111,71,71,947
random_noise,False,ens_adv_inception_resnet_v2,b9310b9080c06e4f,867,867,269
fgsm,False,ens_adv_inception_resnet_v2,5fc906f27c8975d2,979,979,367
fgsm,False,ens_adv_inception_resnet_v2,d3aa8ee50458c020,431,431,874
fgsm,False,ens_adv_inception_resnet_v2,37e7dc99bf2704c7,550,664,610
fgsm,False,ens_adv_inception_resnet_v2,c9ddfb1043177de8,975,975,117
random_noise,False,ens_adv_inception_resnet_v2,87fcc5f70673d3d2,699,699,159
random_noise,False,ens_adv_inception_resnet_v2,1461ed9402248ddc,514,514,725
random_noise,False,ens_adv_inception_resnet_v2,30b62313af2b5d74,316,316,795
random_noise,False,ens_adv_inception_resnet_v2,3e1e47f5af2a3f16,294,294,357
random_noise,False,ens_adv_inception_resnet_v2,634d7f18d098cccb,539,539,766
random_noise,False,ens_adv_inception_resnet_v2,bb6fcb4a52b4fc0f,735,735,510
random_noise,False,ens_adv_inception_resnet_v2,4ca02fd28a5e9703,996,996,239
random_noise,False,ens_adv_inception_resnet_v2,362e4ac62cf888f4,682,573,36
fgsm,False,ens_adv_inception_resnet_v2,4f722cab5573a5fb,885,885,392
fgsm,False,ens_adv_inception_resnet_v2,3a7d9bd310202e93,790,790,660
random_noise,False,ens_adv_inception_resnet_v2,d6eac6858474111c,323,323,250
fgsm,False,ens_adv_inception_resnet_v2,5efeca6c4c233f01,761,761,464
fgsm,False,ens_adv_inception_resnet_v2,fe92a88132b5d67b,963,963,247
fgsm,False,ens_adv_inception_resnet_v2,4edeacef9fb8ec90,719,719,997
fgsm,False,ens_adv_inception_resnet_v2,513b3032ed1f388c,114,114,542
fgsm,False,ens_adv_inception_resnet_v2,c47ca11294a9aefe,547,547,119
noop,False,ens_adv_inception_resnet_v2,3bfe9ff7b488485d,706,706,710
noop,False,ens_adv_inception_resnet_v2,e5f15610a22098bb,672,672,575
noop,False,ens_adv_inception_resnet_v2,6ad1230d612d7eb7,438,438,680
noop,False,ens_adv_inception_resnet_v2,871c99d5658c3189,956,956,587
noop,False,ens_adv_inception_resnet_v2,a193f7ae7d550a82,738,738,631
noop,False,ens_adv_inception_resnet_v2,5d77597361d06d2b,507,904,92
noop,False,ens_adv_inception_resnet_v2,e37b556e8889d2ec,752,752,618
noop,False,ens_adv_inception_resnet_v2,45315ea51da415ab,356,356,189
noop,False,ens_adv_inception_resnet_v2,9db1070b1b9f03d2,324,324,870
noop,False,ens_adv_inception_resnet_v2,319e8b63d6a194aa,501,826,529
fgsm,False,ens_adv_inception_resnet_v2,d2d6ae6e0b8a0c31,986,986,601
random_noise,False,ens_adv_inception_resnet_v2,526f322d78bd5b44,571,571,288
fgsm,False,ens_adv_inception_resnet_v2,ff5182599937c1ec,325,325,210
fgsm,False,ens_adv_inception_resnet_v2,d94940216544b2c5,312,312,622
fgsm,False,ens_adv_inception_resnet_v2,d741b583a123562b,321,321,792
fgsm,False,ens_adv_inception_resnet_v2,8020698d79dc39f2,855,855,954
iter_target_class,True,ens_adv_inception_resnet_v2,556d8b457b94c285,747,747,378
fgsm,False,ens_adv_inception_resnet_v2,4b384c8247b56c0a,542,542,925
iter_target_class,True,ens_adv_inception_resnet_v2,efeabdd8a05e91f8,498,498,311
iter_target_class,True,ens_adv_inception_resnet_v2,89f48bcf97aa6600,418,418,70
iter_target_class,True,ens_adv_inception_resnet_v2,d7ffed8f21024a14,752,752,922
iter_target_class,True,ens_adv_inception_resnet_v2,03f90f7138f761e8,664,664,490
iter_target_class,True,ens_adv_inception_resnet_v2,8a82ddd7ab76efbb,511,511,908
iter_target_class,True,ens_adv_inception_resnet_v2,5973419efd52f783,625,625,795
iter_target_class,True,ens_adv_inception_resnet_v2,014f0024918a7b6f,10,10,885
iter_target_class,True,ens_adv_inception_resnet_v2,f4bde5facfdca0c6,788,788,194
random_noise,False,ens_adv_inception_resnet_v2,de40907c1e2c5515,629,629,486
step_target_class,True,ens_adv_inception_resnet_v2,da4b3e38b069d735,777,777,691
random_noise,False,ens_adv_inception_resnet_v2,65b8c8b065069802,666,666,379
random_noise,False,ens_adv_inception_resnet_v2,81804435ad51df95,437,437,241
random_noise,False,ens_adv_inception_resnet_v2,7c5ea6f89e6e2733,820,820,587
random_noise,False,ens_adv_inception_resnet_v2,5191cfba868056a5,971,971,793
random_noise,False,ens_adv_inception_resnet_v2,83896b9fb7e9c2f8,537,537,547
iter_target_class,True,ens_adv_inception_resnet_v2,0bd5123017590e39,566,566,430
random_noise,False,ens_adv_inception_resnet_v2,df874264566c58a9,742,742,152
random_noise,False,ens_adv_inception_resnet_v2,412311ea17528b7c,764,764,440
random_noise,False,ens_adv_inception_resnet_v2,eab9755117160864,611,611,510
fgsm,False,ens_adv_inception_resnet_v2,d7d5b34ea0a0ffcf,878,878,970
random_noise,False,ens_adv_inception_resnet_v2,493694833dc23399,538,538,835
fgsm,False,ens_adv_inception_resnet_v2,9c0e25e2f72438e8,512,512,506
random_noise,False,ens_adv_inception_resnet_v2,42e9b41ce96dbf0a,853,851,647
random_noise,False,ens_adv_inception_resnet_v2,50b9e11ae686ae32,321,321,34
random_noise,False,ens_adv_inception_resnet_v2,57e62606f02d0251,548,548,646
fgsm,False,ens_adv_inception_resnet_v2,ba4b978112a20be1,972,972,16
fgsm,False,ens_adv_inception_resnet_v2,1dc0533f87996962,566,566,853
fgsm,False,ens_adv_inception_resnet_v2,e89d48768917f563,459,459,308
fgsm,False,ens_adv_inception_resnet_v2,78059d1afd7b9fea,58,58,248
fgsm,False,ens_adv_inception_resnet_v2,22a313cc9fc2b4f1,310,310,940
fgsm,False,ens_adv_inception_resnet_v2,8d86fae18afef4e0,38,38,79
step_target_class,True,ens_adv_inception_resnet_v2,821aae58dc96b4b2,341,341,575
fgsm,False,ens_adv_inception_resnet_v2,9b4cab2ffb0c0754,975,975,963
noop,False,ens_adv_inception_resnet_v2,56e9d5f63cfc507e,441,441,624
noop,False,ens_adv_inception_resnet_v2,3dfbdd066af9ca1e,821,821,5
random_noise,False,ens_adv_inception_resnet_v2,aa90f93ed6fae139,310,310,828
random_noise,False,ens_adv_inception_resnet_v2,d02adcb9140880a1,916,916,783
noop,False,ens_adv_inception_resnet_v2,8868879c2acd5d9e,322,322,130
noop,False,ens_adv_inception_resnet_v2,a33af1b9f8b8a81b,880,880,667
random_noise,False,ens_adv_inception_resnet_v2,1d4133f5bc7af193,141,141,911
noop,False,ens_adv_inception_resnet_v2,604b54a3b7424d9b,939,939,430
random_noise,False,ens_adv_inception_resnet_v2,47b087263b33728b,104,318,152
random_noise,False,ens_adv_inception_resnet_v2,d531a31add433f46,764,764,769
random_noise,False,ens_adv_inception_resnet_v2,979757e16b67ac7e,323,323,798
noop,False,ens_adv_inception_resnet_v2,95185508805329aa,653,653,721
step_target_class,True,ens_adv_inception_resnet_v2,556d8b457b94c285,747,747,378
step_target_class,True,ens_adv_inception_resnet_v2,55512a6c2a45e2e8,928,928,387
step_target_class,True,ens_adv_inception_resnet_v2,f6d5c95ce7908a58,561,561,872
step_target_class,True,ens_adv_inception_resnet_v2,8a82ddd7ab76efbb,511,511,908
step_target_class,True,ens_adv_inception_resnet_v2,03f90f7138f761e8,664,664,490
step_target_class,True,ens_adv_inception_resnet_v2,014f0024918a7b6f,10,10,885
step_target_class,True,ens_adv_inception_resnet_v2,5973419efd52f783,625,625,795
step_target_class,True,ens_adv_inception_resnet_v2,efeabdd8a05e91f8,498,498,311
step_target_class,True,ens_adv_inception_resnet_v2,e99ceff3e420ef95,831,831,768
step_target_class,True,ens_adv_inception_resnet_v2,d7ffed8f21024a14,752,752,922
step_target_class,True,ens_adv_inception_resnet_v2,89f48bcf97aa6600,418,418,70
step_target_class,True,ens_adv_inception_resnet_v2,30e132285c2e960f,329,912,427
fgsm,False,ens_adv_inception_resnet_v2,4227a6e105cc0588,971,971,141
random_noise,False,ens_adv_inception_resnet_v2,eae13c52554a7783,781,781,848
random_noise,False,ens_adv_inception_resnet_v2,e3f5dbed7bd31314,547,547,864
fgsm,False,ens_adv_inception_resnet_v2,73ee2cc19ef92e50,982,982,686
random_noise,False,ens_adv_inception_resnet_v2,db6c6671a6924eba,407,407,412
fgsm,False,ens_adv_inception_resnet_v2,05817a675e7506d1,673,673,754
step_target_class,True,ens_adv_inception_resnet_v2,46a489dcff5471a4,920,920,590
step_target_class,True,ens_adv_inception_resnet_v2,b86d604067f50613,628,490,998
step_target_class,True,ens_adv_inception_resnet_v2,5dd8e133e66ecd3a,142,142,346
random_noise,False,ens_adv_inception_resnet_v2,da7e65bc80814f37,788,788,603
step_target_class,True,ens_adv_inception_resnet_v2,60ed157b21d49c4c,508,755,960
fgsm,False,ens_adv_inception_resnet_v2,af543b5f19ed1b1d,40,40,391
random_noise,False,ens_adv_inception_resnet_v2,7506caf0a49c3951,79,79,724
random_noise,False,ens_adv_inception_resnet_v2,22a9c318b6e36853,620,620,211
random_noise,False,ens_adv_inception_resnet_v2,a3c651cf20ee2d34,663,641,561
random_noise,False,ens_adv_inception_resnet_v2,4a1a488e8a975f7c,920,920,833
noop,False,ens_adv_inception_resnet_v2,7060ae82e5b96a77,522,522,495
random_noise,False,ens_adv_inception_resnet_v2,a8fe76c687b00e33,598,598,119
noop,False,ens_adv_inception_resnet_v2,2abcab3d77d4767e,443,443,520
random_noise,False,ens_adv_inception_resnet_v2,3201d10ec4dca056,739,739,605
random_noise,False,ens_adv_inception_resnet_v2,150249123e81930d,923,923,485
random_noise,False,ens_adv_inception_resnet_v2,cc8d850717026796,662,662,791
random_noise,False,ens_adv_inception_resnet_v2,54a6b2cd7f89220e,918,918,171
random_noise,False,ens_adv_inception_resnet_v2,a28beac14b9037da,405,405,351
random_noise,False,ens_adv_inception_resnet_v2,641d03527848417f,341,341,450
iter_target_class,True,ens_adv_inception_resnet_v2,5fc906f27c8975d2,979,979,367
noop,False,ens_adv_inception_resnet_v2,d77af00930283f4b,901,901,649
fgsm,False,ens_adv_inception_resnet_v2,59e9bdbb7a3fc4ba,518,518,407
fgsm,False,ens_adv_inception_resnet_v2,b0619a61cf135f5e,985,985,420
iter_target_class,True,ens_adv_inception_resnet_v2,c8231978dc765004,472,472,741
step_target_class,True,ens_adv_inception_resnet_v2,8f5e0855ca8de8ea,468,468,716
noop,False,ens_adv_inception_resnet_v2,73064ceb466612d5,719,719,673
step_target_class,True,ens_adv_inception_resnet_v2,a7151de51c2f1d0b,345,345,214
step_target_class,True,ens_adv_inception_resnet_v2,8724748782cb6c31,76,76,647
step_target_class,True,ens_adv_inception_resnet_v2,58420b727fcab02b,138,138,168
noop,False,ens_adv_inception_resnet_v2,acd99e9b7128395a,859,859,753
step_target_class,True,ens_adv_inception_resnet_v2,e3c3f8889ac99aec,536,536,897
noop,False,ens_adv_inception_resnet_v2,2c9398f44d099e0f,522,522,482
noop,False,ens_adv_inception_resnet_v2,95d1a6be6786190f,891,891,983
noop,False,ens_adv_inception_resnet_v2,4bb12984b41d0834,34,34,8
step_target_class,True,ens_adv_inception_resnet_v2,92c73d668e2cd3ce,859,859,582
step_target_class,True,ens_adv_inception_resnet_v2,d3551db0b83c8fc0,618,618,324
step_target_class,True,ens_adv_inception_resnet_v2,d7984e6e1a51b3c4,518,518,937
iter_target_class,True,ens_adv_inception_resnet_v2,8c5b5bc0f39e2e06,898,898,253
iter_target_class,True,ens_adv_inception_resnet_v2,ab3fef142d031784,657,657,737
iter_target_class,True,ens_adv_inception_resnet_v2,d6eac6858474111c,323,323,250
iter_target_class,True,ens_adv_inception_resnet_v2,bb6fcb4a52b4fc0f,735,735,510
iter_target_class,True,ens_adv_inception_resnet_v2,634d7f18d098cccb,539,539,766
iter_target_class,True,ens_adv_inception_resnet_v2,362e4ac62cf888f4,682,573,36
iter_target_class,True,ens_adv_inception_resnet_v2,4ca02fd28a5e9703,996,996,239
iter_target_class,True,ens_adv_inception_resnet_v2,1461ed9402248ddc,514,514,725
iter_target_class,True,ens_adv_inception_resnet_v2,446b24f903b488fc,144,144,839
noop,False,ens_adv_inception_resnet_v2,24312de5c34473c0,874,874,820
random_noise,False,ens_adv_inception_resnet_v2,becf3b004177ded6,986,986,457
random_noise,False,ens_adv_inception_resnet_v2,f9937696f421f4e4,85,85,491
random_noise,False,ens_adv_inception_resnet_v2,0db0952967f6faa6,816,816,552
random_noise,False,ens_adv_inception_resnet_v2,76d7e2d1bf3a31fe,314,312,732
random_noise,False,ens_adv_inception_resnet_v2,da4b3e38b069d735,777,777,691
random_noise,False,ens_adv_inception_resnet_v2,1c2e9fe8b0b2fdf2,58,58,905
random_noise,False,ens_adv_inception_resnet_v2,7529b42e71769777,477,477,618
random_noise,False,ens_adv_inception_resnet_v2,51d1c77f80467b59,977,977,538
random_noise,False,ens_adv_inception_resnet_v2,72ac2a5af79e26d5,718,718,862
random_noise,False,ens_adv_inception_resnet_v2,8af30e5c3fa48a08,696,696,71
noop,False,ens_adv_inception_resnet_v2,0af0a5dfee6b84ff,484,484,808
noop,False,ens_adv_inception_resnet_v2,c7d0c73d636300f5,830,830,801
fgsm,False,ens_adv_inception_resnet_v2,da63f2acf683c0a7,134,134,617
fgsm,False,ens_adv_inception_resnet_v2,8c5b5bc0f39e2e06,898,898,253
step_target_class,True,ens_adv_inception_resnet_v2,d5d5f843f100328c,886,886,538
noop,False,ens_adv_inception_resnet_v2,c5c9d17672ff88ce,458,458,266
step_target_class,True,ens_adv_inception_resnet_v2,1461ed9402248ddc,514,514,725
step_target_class,True,ens_adv_inception_resnet_v2,87fcc5f70673d3d2,699,699,159
step_target_class,True,ens_adv_inception_resnet_v2,1a264165276e3c85,855,855,759
step_target_class,True,ens_adv_inception_resnet_v2,9d4674c86096e4bd,662,662,614
step_target_class,True,ens_adv_inception_resnet_v2,405dd60729a8c18d,848,848,496
step_target_class,True,ens_adv_inception_resnet_v2,d9f624188d16fe93,47,40,602
step_target_class,True,ens_adv_inception_resnet_v2,6612fd36e6dd9534,305,309,866
step_target_class,True,ens_adv_inception_resnet_v2,afa0f88aaab03427,545,545,3
step_target_class,True,ens_adv_inception_resnet_v2,3e1e47f5af2a3f16,294,294,357
step_target_class,True,ens_adv_inception_resnet_v2,30b62313af2b5d74,316,316,795
iter_target_class,True,ens_adv_inception_resnet_v2,c25da85d5d62b000,404,404,219
iter_target_class,True,ens_adv_inception_resnet_v2,f5a2cf5c66d313fa,977,977,656
iter_target_class,True,ens_adv_inception_resnet_v2,d741b583a123562b,321,321,792
iter_target_class,True,ens_adv_inception_resnet_v2,8020698d79dc39f2,855,855,954
iter_target_class,True,ens_adv_inception_resnet_v2,ff5182599937c1ec,325,325,210
iter_target_class,True,ens_adv_inception_resnet_v2,d94940216544b2c5,312,312,622
iter_target_class,True,ens_adv_inception_resnet_v2,9311a098cfb4b946,821,821,192
iter_target_class,True,ens_adv_inception_resnet_v2,7069a117c92d27a4,546,546,186
iter_target_class,True,ens_adv_inception_resnet_v2,741fc1a3fc08731d,793,793,400
iter_target_class,True,ens_adv_inception_resnet_v2,4b384c8247b56c0a,542,542,925
random_noise,False,ens_adv_inception_resnet_v2,b58e8d136aff5a50,625,625,565
random_noise,False,ens_adv_inception_resnet_v2,25eef91443ded954,437,437,728
step_target_class,True,ens_adv_inception_resnet_v2,c8231978dc765004,170,472,741
step_target_class,True,ens_adv_inception_resnet_v2,8c5b5bc0f39e2e06,898,898,253
step_target_class,True,ens_adv_inception_resnet_v2,eb53098ebcf05e64,564,564,601
iter_target_class,True,ens_adv_inception_resnet_v2,fbc6b98b13c768e2,459,459,566
random_noise,False,ens_adv_inception_resnet_v2,200735f93ea764f2,309,309,285
noop,False,ens_adv_inception_resnet_v2,126175abfdcb1a21,471,471,486
fgsm,False,ens_adv_inception_resnet_v2,ae78688b32986638,913,913,879
random_noise,False,ens_adv_inception_resnet_v2,3e9496f7652e1968,469,469,834
fgsm,False,ens_adv_inception_resnet_v2,9fbeb797de1e1639,425,763,511
step_target_class,True,ens_adv_inception_resnet_v2,4f5464b7d4682441,976,976,607
iter_target_class,True,ens_adv_inception_resnet_v2,10bc8784a5eb8843,653,744,210
iter_target_class,True,ens_adv_inception_resnet_v2,05f7c084329ff0c6,673,973,910
iter_target_class,True,ens_adv_inception_resnet_v2,ac295a63ac9d2cd7,693,693,864
iter_target_class,True,ens_adv_inception_resnet_v2,8090736c8299ab28,980,980,894
iter_target_class,True,ens_adv_inception_resnet_v2,9455bd672cb9e4bd,522,522,582
iter_target_class,True,ens_adv_inception_resnet_v2,44fa09bc5f8e69a5,304,304,990
iter_target_class,True,ens_adv_inception_resnet_v2,ae78688b32986638,913,913,879
noop,False,ens_adv_inception_resnet_v2,62e0e0efc6deeef4,971,971,772
step_target_class,True,ens_adv_inception_resnet_v2,7b8413ef241118df,548,548,485
iter_target_class,True,ens_adv_inception_resnet_v2,4f553b721705d008,397,397,3
iter_target_class,True,ens_adv_inception_resnet_v2,58f0fd17c4a0e25a,991,991,100
step_target_class,True,ens_adv_inception_resnet_v2,1ac44ddb6a2d497a,898,898,27
step_target_class,True,ens_adv_inception_resnet_v2,9fbeb797de1e1639,763,763,511
step_target_class,True,ens_adv_inception_resnet_v2,19d43f8204d3183d,985,985,378
step_target_class,True,ens_adv_inception_resnet_v2,526f322d78bd5b44,571,571,288
step_target_class,True,ens_adv_inception_resnet_v2,d05076189b7fd185,708,708,765
step_target_class,True,ens_adv_inception_resnet_v2,4b8517e927f32962,866,866,271
fgsm,False,ens_adv_inception_resnet_v2,8094d4088a08cf09,441,441,615
step_target_class,True,ens_adv_inception_resnet_v2,f20911d36a287dce,781,781,492
step_target_class,True,ens_adv_inception_resnet_v2,96fcb76927274db6,472,472,316
step_target_class,True,ens_adv_inception_resnet_v2,696f0f6bea562bf8,854,854,267
step_target_class,True,ens_adv_inception_resnet_v2,128fca690a11f68c,98,98,785
step_target_class,True,ens_adv_inception_resnet_v2,cc283b8f7f46fbf0,574,574,962
noop,False,ens_adv_inception_resnet_v2,fe2edb6cad72d2d2,918,918,488
noop,False,ens_adv_inception_resnet_v2,721804d1d3a60206,909,909,34
random_noise,False,ens_adv_inception_resnet_v2,f2d36d089779166a,349,349,805
step_target_class,True,ens_adv_inception_resnet_v2,8859efd46fab37ff,923,923,599
step_target_class,True,ens_adv_inception_resnet_v2,fc94d8ed9eca8c51,988,390,584
random_noise,False,ens_adv_inception_resnet_v2,f5dffe28fc19b6e7,918,918,730
step_target_class,True,ens_adv_inception_resnet_v2,ed3f9b6a081a4802,818,818,210
step_target_class,True,ens_adv_inception_resnet_v2,694e7617a4878041,884,884,720
fgsm,False,ens_adv_inception_resnet_v2,ab3fef142d031784,657,657,737
fgsm,False,ens_adv_inception_resnet_v2,3dc0e8f854bdc9b3,604,604,921
fgsm,False,ens_adv_inception_resnet_v2,be95f5be87f6fadd,459,459,603
fgsm,False,ens_adv_inception_resnet_v2,ae24c23192976a40,752,752,888
fgsm,False,ens_adv_inception_resnet_v2,afe045d68f1a60d0,990,990,956
fgsm,False,ens_adv_inception_resnet_v2,7b6a9bf5b175e3b2,558,558,599
fgsm,False,ens_adv_inception_resnet_v2,f4902a569fa12171,950,950,992
fgsm,False,ens_adv_inception_resnet_v2,67a08d685abf7fb6,739,739,710
fgsm,False,ens_adv_inception_resnet_v2,c755f3b0f89028fc,570,566,827
fgsm,False,ens_adv_inception_resnet_v2,70b3b833463d20b9,864,864,857
fgsm,False,ens_adv_inception_resnet_v2,51b390bb124a6d9d,968,968,422
iter_target_class,True,ens_adv_inception_resnet_v2,839aa3d166b020cf,14,14,211
noop,False,ens_adv_inception_resnet_v2,ed3f9b6a081a4802,818,818,210
iter_target_class,True,ens_adv_inception_resnet_v2,55e85d7b58024966,968,968,615
iter_target_class,True,ens_adv_inception_resnet_v2,0e0299d6352a3fb8,539,539,4
iter_target_class,True,ens_adv_inception_resnet_v2,3e9496f7652e1968,469,469,834
random_noise,False,ens_adv_inception_resnet_v2,2abcab3d77d4767e,443,443,520
iter_target_class,True,ens_adv_inception_resnet_v2,73064ceb466612d5,719,719,673
step_target_class,True,ens_adv_inception_resnet_v2,493e327b171ab0c3,831,831,856
step_target_class,True,ens_adv_inception_resnet_v2,02eb799d147d5f91,625,625,773
fgsm,False,ens_adv_inception_resnet_v2,9c509bfb75167fb0,641,641,748
fgsm,False,ens_adv_inception_resnet_v2,582663fe666aac9c,923,923,928
fgsm,False,ens_adv_inception_resnet_v2,55a2e48a87c16998,911,911,768
fgsm,False,ens_adv_inception_resnet_v2,446f75fdea0e1da0,447,922,201
random_noise,False,ens_adv_inception_resnet_v2,7060ae82e5b96a77,522,522,495
fgsm,False,ens_adv_inception_resnet_v2,a52570066ecc61fd,976,976,583
fgsm,False,ens_adv_inception_resnet_v2,64577d3916d6dafb,682,606,754
fgsm,False,ens_adv_inception_resnet_v2,d6d42f8a1f6b4460,666,666,374
fgsm,False,ens_adv_inception_resnet_v2,8da3593258ae27cb,119,581,399
random_noise,False,ens_adv_inception_resnet_v2,01bdc0cfe670f708,472,472,541
fgsm,False,ens_adv_inception_resnet_v2,2c065d2dc6b2cf44,934,934,463
fgsm,False,ens_adv_inception_resnet_v2,82e2334925339ef8,818,818,769
step_target_class,True,ens_adv_inception_resnet_v2,cbcb7444cc827812,763,763,786
noop,False,ens_adv_inception_resnet_v2,4f553b721705d008,397,397,3
noop,False,ens_adv_inception_resnet_v2,05f7c084329ff0c6,973,973,910
step_target_class,True,ens_adv_inception_resnet_v2,fe193683db61ac2d,744,744,1
noop,False,ens_adv_inception_resnet_v2,ae78688b32986638,913,913,879
noop,False,ens_adv_inception_resnet_v2,a2de1f4f2c1021fa,456,456,185
noop,False,ens_adv_inception_resnet_v2,9455bd672cb9e4bd,522,522,582
noop,False,ens_adv_inception_resnet_v2,6de6432b0f23ae75,105,105,407
random_noise,False,ens_adv_inception_resnet_v2,e7b61bec5e4ca40e,324,324,674
noop,False,ens_adv_inception_resnet_v2,44fa09bc5f8e69a5,304,304,990
noop,False,ens_adv_inception_resnet_v2,10bc8784a5eb8843,653,744,210
noop,False,ens_adv_inception_resnet_v2,8090736c8299ab28,980,980,894
fgsm,False,ens_adv_inception_resnet_v2,81a7637c67f4f777,490,490,836
iter_target_class,True,ens_adv_inception_resnet_v2,c755f3b0f89028fc,566,566,827
iter_target_class,True,ens_adv_inception_resnet_v2,67a08d685abf7fb6,739,739,710
noop,False,ens_adv_inception_resnet_v2,b1bf532ce2c4c3a1,875,875,557
iter_target_class,True,ens_adv_inception_resnet_v2,686ea4ec999364ff,459,459,554
iter_target_class,True,ens_adv_inception_resnet_v2,8f9c1e4fd9f4cb2e,17,17,498
iter_target_class,True,ens_adv_inception_resnet_v2,e957c417fcd20c5b,820,820,791
iter_target_class,True,ens_adv_inception_resnet_v2,04546cc5e537d7cd,426,426,649
iter_target_class,True,ens_adv_inception_resnet_v2,72e6ba0cc7fb30a6,875,875,834
iter_target_class,True,ens_adv_inception_resnet_v2,4d1237ccbd9a5b4b,815,815,423
iter_target_class,True,ens_adv_inception_resnet_v2,d7d8fc1442a82a8e,22,22,846
iter_target_class,True,ens_adv_inception_resnet_v2,0dffbfa7ba43cb90,962,962,95
fgsm,False,ens_adv_inception_resnet_v2,4aeb33c9e565a201,98,98,840
fgsm,False,ens_adv_inception_resnet_v2,0d6463e9a7ef6185,503,771,786
random_noise,False,ens_adv_inception_resnet_v2,4fcc9c949d66a4e0,771,771,104
noop,False,ens_adv_inception_resnet_v2,137ab6ca314e9e35,620,620,556
noop,False,ens_adv_inception_resnet_v2,18d5f99fe237a306,815,815,77
noop,False,ens_adv_inception_resnet_v2,795f5aef9bef8134,826,826,29
noop,False,ens_adv_inception_resnet_v2,749ed3502293d019,475,475,578
noop,False,ens_adv_inception_resnet_v2,62949c357e429690,973,973,116
noop,False,ens_adv_inception_resnet_v2,ab42aa5e9745c214,582,582,591
noop,False,ens_adv_inception_resnet_v2,6efed50f84ec5e01,947,947,602
noop,False,ens_adv_inception_resnet_v2,04cb9de291399d15,465,465,451
noop,False,ens_adv_inception_resnet_v2,6374e7e35ad90f50,39,39,771
noop,False,ens_adv_inception_resnet_v2,c777da68bec01dcd,487,487,584
random_noise,False,ens_adv_inception_resnet_v2,740981d161a38bad,572,572,149
fgsm,False,ens_adv_inception_resnet_v2,5021e7da00bf43b2,480,480,937
random_noise,False,ens_adv_inception_resnet_v2,83d35591dfff99ac,581,581,857
noop,False,ens_adv_inception_resnet_v2,c036b20afde859b7,281,281,508
fgsm,False,ens_adv_inception_resnet_v2,d02adcb9140880a1,916,916,783
noop,False,ens_adv_inception_resnet_v2,059da9a174262427,254,254,630
step_target_class,True,ens_adv_inception_resnet_v2,3b67bec3793efcb4,822,822,746
step_target_class,True,ens_adv_inception_resnet_v2,e648427e38e80ff8,888,888,617
step_target_class,True,ens_adv_inception_resnet_v2,1685d066f8070081,979,979,361
step_target_class,True,ens_adv_inception_resnet_v2,16ff75228179469c,228,228,386
noop,False,ens_adv_inception_resnet_v2,1cc2caf8e5db27c3,431,431,607
step_target_class,True,ens_adv_inception_resnet_v2,5191cfba868056a5,971,971,793
step_target_class,True,ens_adv_inception_resnet_v2,5f3ea3c6b683fb57,773,773,62
step_target_class,True,ens_adv_inception_resnet_v2,f54616f2af588fd8,673,673,113
step_target_class,True,ens_adv_inception_resnet_v2,49b1adfeb8ffcabd,932,932,671
noop,False,ens_adv_inception_resnet_v2,16179baa1513c701,95,95,505
noop,False,ens_adv_inception_resnet_v2,380053c506e32105,780,780,514
step_target_class,True,ens_adv_inception_resnet_v2,ac295a63ac9d2cd7,693,693,864
fgsm,False,ens_adv_inception_resnet_v2,a414ccf5c51454e0,830,830,866
random_noise,False,ens_adv_inception_resnet_v2,72f96c6dc5df2de8,885,885,784
step_target_class,True,ens_adv_inception_resnet_v2,6de6432b0f23ae75,105,105,407
step_target_class,True,ens_adv_inception_resnet_v2,4f553b721705d008,397,397,3
step_target_class,True,ens_adv_inception_resnet_v2,05f7c084329ff0c6,973,973,910
random_noise,False,ens_adv_inception_resnet_v2,8400742ba78ac009,971,971,671
step_target_class,True,ens_adv_inception_resnet_v2,8090736c8299ab28,980,980,894
fgsm,False,ens_adv_inception_resnet_v2,6896a8b78f404dc8,980,980,75
step_target_class,True,ens_adv_inception_resnet_v2,ed786d792c4309a4,499,499,962
